<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2020.01.09,15:00:00,85.00,87.20,84.97,86.88,100,0,0
2020.01.10,15:00:00,87.40,88.50,87.10,87.50,100,0,0
2020.01.13,15:00:00,88.38,88.48,86.50,87.84,100,0,0
2020.01.14,15:00:00,87.80,87.80,86.08,86.51,100,0,0
2020.01.15,15:00:00,86.65,87.95,86.06,86.93,100,0,0
2020.01.16,15:00:00,87.64,87.75,85.60,86.44,100,0,0
2020.01.17,15:00:00,86.50,90.68,86.50,90.66,100,0,0
2020.01.20,15:00:00,92.78,93.48,89.08,90.10,100,0,0
2020.01.21,15:00:00,90.10,91.99,89.86,90.37,100,0,0
2020.01.22,15:00:00,90.35,91.18,89.51,90.33,100,0,0
2020.01.23,15:00:00,90.02,90.60,87.20,87.99,100,0,0
2020.02.03,15:00:00,80.58,86.88,80.40,85.46,100,0,0
2020.02.04,15:00:00,85.44,88.08,83.46,86.75,100,0,0
2020.02.05,15:00:00,87.00,88.97,86.29,88.91,100,0,0
2020.02.06,15:00:00,89.45,91.40,88.29,90.09,100,0,0
2020.02.07,15:00:00,90.50,90.60,87.84,89.65,100,0,0
2020.02.10,15:00:00,88.70,88.90,87.30,88.50,100,0,0
2020.02.11,15:00:00,89.00,90.89,88.51,90.15,100,0,0
2020.02.12,15:00:00,90.51,92.96,90.30,92.96,100,0,0
2020.02.13,15:00:00,93.21,93.64,91.26,91.45,100,0,0
2020.02.14,15:00:00,91.65,92.45,91.01,91.55,100,0,0
2020.02.17,15:00:00,91.55,92.79,91.05,92.38,100,0,0
2020.02.18,15:00:00,92.39,93.55,90.24,90.60,100,0,0
2020.02.19,15:00:00,90.39,90.90,89.39,89.68,100,0,0
2020.02.20,15:00:00,90.18,91.08,89.25,90.80,100,0,0
2020.02.21,15:00:00,90.31,90.70,89.88,90.20,100,0,0
2020.02.24,15:00:00,89.97,90.05,87.55,88.38,100,0,0
2020.02.25,15:00:00,87.37,89.99,87.20,88.31,100,0,0
2020.02.26,15:00:00,87.90,87.99,86.50,86.68,100,0,0
2020.02.27,15:00:00,87.00,88.00,86.30,87.21,100,0,0
2020.02.28,15:00:00,86.00,86.58,83.66,84.09,100,0,0
2020.03.02,15:00:00,85.05,86.41,83.12,85.20,100,0,0
2020.03.03,15:00:00,86.26,89.25,86.26,88.34,100,0,0
2020.03.04,15:00:00,88.00,88.11,86.40,87.80,100,0,0
2020.03.05,15:00:00,89.61,92.50,89.01,91.70,100,0,0
2020.03.06,15:00:00,92.00,93.80,91.70,92.25,100,0,0
2020.03.09,15:00:00,90.05,91.30,88.79,88.89,100,0,0
2020.03.10,15:00:00,89.25,91.60,88.15,90.60,100,0,0
2020.03.11,15:00:00,91.79,91.79,88.81,89.03,100,0,0
2020.03.12,15:00:00,87.51,89.00,86.00,86.38,100,0,0
2020.03.13,15:00:00,82.20,86.00,82.00,84.70,100,0,0
2020.03.16,15:00:00,85.00,85.70,81.55,82.05,100,0,0
2020.03.17,15:00:00,82.05,83.96,79.08,81.09,100,0,0
2020.03.18,15:00:00,81.20,84.26,80.29,80.60,100,0,0
2020.03.19,15:00:00,80.50,81.80,77.18,79.00,100,0,0
2020.03.20,15:00:00,79.98,80.99,78.66,80.16,100,0,0
2020.03.23,15:00:00,80.00,83.49,79.31,82.30,100,0,0
2020.03.24,15:00:00,83.04,86.00,82.88,85.66,100,0,0
2020.03.25,15:00:00,88.15,89.98,86.61,88.97,100,0,0
2020.03.26,15:00:00,88.90,91.50,88.15,90.28,100,0,0
2020.03.27,15:00:00,91.05,93.25,90.08,90.89,100,0,0
2020.03.30,15:00:00,90.00,92.45,88.68,90.70,100,0,0
2020.03.31,15:00:00,91.17,92.18,90.00,92.03,100,0,0
2020.04.01,15:00:00,91.38,91.49,89.20,90.00,100,0,0
2020.04.02,15:00:00,90.05,91.99,89.62,91.85,100,0,0
2020.04.03,15:00:00,91.80,95.00,91.53,93.73,100,0,0
2020.04.07,15:00:00,94.50,95.98,93.58,95.50,100,0,0
2020.04.08,15:00:00,94.90,96.50,94.23,94.78,100,0,0
2020.04.09,15:00:00,94.79,97.80,94.45,96.79,100,0,0
2020.04.10,15:00:00,96.78,99.68,95.90,96.21,100,0,0
2020.04.13,15:00:00,96.98,97.37,95.28,96.67,100,0,0
2020.04.14,15:00:00,97.72,98.54,96.08,98.49,100,0,0
2020.04.15,15:00:00,98.51,99.55,96.88,97.43,100,0,0
2020.04.16,15:00:00,96.17,97.92,95.52,97.41,100,0,0
2020.04.17,15:00:00,97.55,98.20,96.36,96.60,100,0,0
2020.04.20,15:00:00,96.60,97.50,96.01,96.70,100,0,0
2020.04.21,15:00:00,97.00,97.02,94.25,95.30,100,0,0
2020.04.22,15:00:00,95.29,97.50,94.11,97.50,100,0,0
2020.04.23,15:00:00,98.00,98.77,95.00,96.05,100,0,0
2020.04.24,15:00:00,95.98,95.99,94.50,95.28,100,0,0
2020.04.27,15:00:00,95.90,97.30,94.29,96.35,100,0,0
2020.04.28,15:00:00,96.40,97.00,95.05,96.05,100,0,0
2020.04.29,15:00:00,95.56,96.00,91.65,93.39,100,0,0
2020.04.30,15:00:00,93.40,94.60,92.44,93.00,100,0,0
2020.05.06,15:00:00,92.51,96.42,92.10,96.42,100,0,0
2020.05.07,15:00:00,96.55,97.33,95.60,96.60,100,0,0
2020.05.08,15:00:00,96.96,98.69,96.43,97.05,100,0,0
2020.05.11,15:00:00,96.70,96.78,93.39,93.68,100,0,0
2020.05.12,15:00:00,93.68,95.53,93.52,95.44,100,0,0
2020.05.13,15:00:00,95.44,97.00,94.10,95.70,100,0,0
2020.05.14,15:00:00,95.46,98.00,94.70,97.20,100,0,0
2020.05.15,15:00:00,97.80,98.15,94.51,94.83,100,0,0
2020.05.18,15:00:00,94.95,98.20,94.10,97.20,100,0,0
2020.05.19,15:00:00,99.00,99.97,97.31,97.94,100,0,0
2020.05.20,15:00:00,98.52,99.97,97.15,97.90,100,0,0
2020.05.21,15:00:00,98.30,101.00,98.03,99.74,100,0,0
2020.05.22,15:00:00,99.77,99.88,95.38,95.88,100,0,0
2020.05.25,15:00:00,80.60,81.73,80.05,80.95,100,0,0
2020.05.26,15:00:00,80.65,81.90,80.26,81.50,100,0,0
2020.05.27,15:00:00,81.13,81.13,78.41,79.87,100,0,0
2020.05.28,15:00:00,79.71,79.93,77.33,78.50,100,0,0
2020.05.29,15:00:00,78.10,79.35,77.80,78.70,100,0,0
2020.06.01,15:00:00,79.80,80.80,79.59,80.22,100,0,0
2020.06.02,15:00:00,80.27,80.60,79.53,80.40,100,0,0
2020.06.03,15:00:00,80.66,80.79,79.90,80.17,100,0,0
2020.06.04,15:00:00,80.58,81.26,79.91,81.20,100,0,0
2020.06.05,15:00:00,81.20,82.32,80.42,82.30,100,0,0
2020.06.08,15:00:00,82.52,82.69,79.68,80.30,100,0,0
2020.06.09,15:00:00,80.30,83.00,80.30,82.97,100,0,0
2020.06.10,15:00:00,83.01,85.50,82.54,84.54,100,0,0
2020.06.11,15:00:00,84.35,85.36,83.58,84.46,100,0,0
2020.06.12,15:00:00,83.11,85.85,83.11,85.84,100,0,0
2020.06.15,15:00:00,85.10,86.60,84.08,84.24,100,0,0
2020.06.16,15:00:00,85.10,87.61,84.58,87.14,100,0,0
2020.06.17,15:00:00,87.30,90.05,87.15,89.65,100,0,0
2020.06.18,15:00:00,89.60,89.96,87.58,89.30,100,0,0
2020.06.19,15:00:00,89.50,93.32,89.30,92.98,100,0,0
2020.06.22,15:00:00,92.90,95.41,92.20,93.23,100,0,0
2020.06.23,15:00:00,92.27,94.50,92.00,94.50,100,0,0
2020.06.24,15:00:00,94.00,94.40,92.03,92.95,100,0,0
2020.06.29,15:00:00,92.40,93.44,91.40,92.23,100,0,0
2020.06.30,15:00:00,92.88,93.60,91.75,92.30,100,0,0
2020.07.01,15:00:00,92.40,92.56,89.31,91.05,100,0,0
2020.07.02,15:00:00,90.98,91.75,90.00,91.20,100,0,0
2020.07.03,15:00:00,91.32,92.00,90.50,91.88,100,0,0
2020.07.06,15:00:00,92.00,93.40,91.15,93.13,100,0,0
2020.07.07,15:00:00,93.47,98.22,92.95,97.29,100,0,0
2020.07.08,15:00:00,97.97,99.76,96.06,97.06,100,0,0
2020.07.09,15:00:00,97.10,99.22,96.61,98.51,100,0,0
2020.07.10,15:00:00,98.60,100.41,98.05,99.35,100,0,0
2020.07.13,15:00:00,99.58,100.88,99.05,99.82,100,0,0
2020.07.14,15:00:00,99.80,99.80,97.00,98.43,100,0,0
2020.07.15,15:00:00,99.90,105.00,99.06,102.99,100,0,0
2020.07.16,15:00:00,103.30,104.16,96.26,96.35,100,0,0
2020.07.17,15:00:00,95.91,97.88,95.00,96.33,100,0,0
2020.07.20,15:00:00,96.46,97.58,94.22,96.49,100,0,0
2020.07.21,15:00:00,97.40,99.98,96.48,99.30,100,0,0
2020.07.22,15:00:00,98.99,101.06,97.47,99.37,100,0,0
2020.07.23,15:00:00,98.81,100.88,98.00,99.37,100,0,0
2020.07.24,15:00:00,98.11,98.79,94.00,94.79,100,0,0
2020.07.27,15:00:00,94.78,96.96,94.49,95.39,100,0,0
2020.07.28,15:00:00,95.40,96.21,94.20,94.60,100,0,0
2020.07.29,15:00:00,94.24,96.38,94.00,95.85,100,0,0
2020.07.30,15:00:00,95.86,96.29,94.61,94.97,100,0,0
2020.07.31,15:00:00,94.87,95.48,91.84,94.38,100,0,0
2020.08.03,15:00:00,92.70,93.74,91.50,93.20,100,0,0
2020.08.04,15:00:00,93.50,95.82,93.45,93.98,100,0,0
2020.08.05,15:00:00,93.89,94.11,92.39,92.79,100,0,0
2020.08.06,15:00:00,93.01,93.29,90.51,91.00,100,0,0
2020.08.07,15:00:00,91.30,91.97,89.52,91.20,100,0,0
2020.08.10,15:00:00,91.32,91.59,89.73,90.79,100,0,0
2020.08.11,15:00:00,91.47,93.12,91.20,91.78,100,0,0
2020.08.12,15:00:00,91.78,92.17,89.00,90.01,100,0,0
2020.08.13,15:00:00,90.93,90.93,88.80,88.88,100,0,0
2020.08.14,15:00:00,88.98,89.80,87.97,89.50,100,0,0
2020.08.17,15:00:00,89.98,91.49,89.18,90.90,100,0,0
2020.08.18,15:00:00,91.20,94.66,91.20,93.40,100,0,0
2020.08.19,15:00:00,93.80,94.86,92.52,92.73,100,0,0
2020.08.20,15:00:00,92.73,93.34,91.20,91.70,100,0,0
2020.08.21,15:00:00,93.09,93.65,90.80,91.80,100,0,0
2020.08.24,15:00:00,92.98,93.00,91.65,92.42,100,0,0
2020.08.25,15:00:00,92.99,94.65,92.80,93.99,100,0,0
2020.08.26,15:00:00,94.03,95.94,93.70,94.58,100,0,0
2020.08.27,15:00:00,94.58,94.88,92.59,94.11,100,0,0
2020.08.28,15:00:00,93.30,95.50,92.91,95.39,100,0,0
2020.08.31,15:00:00,95.80,96.55,94.71,94.87,100,0,0
2020.09.01,15:00:00,94.49,95.55,93.34,93.99,100,0,0
2020.09.02,15:00:00,95.00,95.00,92.61,94.70,100,0,0
2020.09.03,15:00:00,94.70,95.88,93.88,95.00,100,0,0
