<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2019.07.16,15:00:00,35.37,35.50,35.15,35.31,100,0,0
2019.07.17,15:00:00,35.11,35.42,35.01,35.21,100,0,0
2019.07.18,15:00:00,35.30,35.58,35.07,35.32,100,0,0
2019.07.19,15:00:00,35.68,36.49,35.58,36.37,100,0,0
2019.07.22,15:00:00,36.36,36.77,36.09,36.37,100,0,0
2019.07.23,15:00:00,36.37,36.50,36.01,36.21,100,0,0
2019.07.24,15:00:00,36.44,36.96,36.24,36.43,100,0,0
2019.07.25,15:00:00,36.75,37.48,36.75,37.26,100,0,0
2019.07.26,15:00:00,37.05,37.37,37.03,37.22,100,0,0
2019.07.29,15:00:00,37.20,37.20,36.60,36.83,100,0,0
2019.07.30,15:00:00,36.80,37.17,36.70,36.77,100,0,0
2019.07.31,15:00:00,36.50,36.80,36.45,36.56,100,0,0
2019.08.01,15:00:00,36.40,36.59,35.91,36.20,100,0,0
2019.08.02,15:00:00,35.55,35.96,35.40,35.75,100,0,0
2019.08.05,15:00:00,35.52,35.69,35.09,35.21,100,0,0
2019.08.06,15:00:00,34.50,35.07,34.40,34.88,100,0,0
2019.08.07,15:00:00,34.90,34.98,34.44,34.53,100,0,0
2019.08.08,15:00:00,34.80,35.49,34.80,35.36,100,0,0
2019.08.09,15:00:00,35.46,35.50,34.91,34.99,100,0,0
2019.08.12,15:00:00,34.99,35.46,34.80,35.41,100,0,0
2019.08.13,15:00:00,35.19,35.25,34.80,34.85,100,0,0
2019.08.14,15:00:00,35.22,35.40,34.80,34.86,100,0,0
2019.08.15,15:00:00,34.20,34.94,34.10,34.87,100,0,0
2019.08.16,15:00:00,34.89,35.40,34.52,35.16,100,0,0
2019.08.19,15:00:00,34.97,35.30,34.44,35.30,100,0,0
2019.08.20,15:00:00,35.00,35.56,34.90,35.33,100,0,0
2019.08.21,15:00:00,35.24,35.60,35.16,35.45,100,0,0
2019.08.22,15:00:00,35.59,35.64,35.14,35.34,100,0,0
2019.08.23,15:00:00,35.22,36.54,35.22,36.27,100,0,0
2019.08.26,15:00:00,35.50,35.80,34.77,35.00,100,0,0
2019.08.27,15:00:00,35.38,35.62,34.75,34.75,100,0,0
2019.08.28,15:00:00,35.00,35.08,34.41,34.50,100,0,0
2019.08.29,15:00:00,34.50,34.55,33.70,33.93,100,0,0
2019.08.30,15:00:00,34.29,34.39,33.95,34.22,100,0,0
2019.09.02,15:00:00,34.28,34.66,34.25,34.34,100,0,0
2019.09.03,15:00:00,34.37,34.46,34.01,34.15,100,0,0
2019.09.04,15:00:00,34.11,35.06,34.01,34.89,100,0,0
2019.09.05,15:00:00,35.03,35.90,35.03,35.52,100,0,0
2019.09.06,15:00:00,35.90,35.99,35.55,35.89,100,0,0
2019.09.09,15:00:00,36.09,36.44,35.34,35.50,100,0,0
2019.09.10,15:00:00,35.71,35.74,34.75,35.00,100,0,0
2019.09.11,15:00:00,35.19,35.24,34.71,35.05,100,0,0
2019.09.12,15:00:00,35.40,35.43,34.97,35.29,100,0,0
2019.09.16,15:00:00,35.50,35.54,34.82,35.00,100,0,0
2019.09.17,15:00:00,35.07,35.18,34.62,34.79,100,0,0
2019.09.18,15:00:00,34.80,34.94,34.71,34.80,100,0,0
2019.09.19,15:00:00,34.94,34.96,34.36,34.51,100,0,0
2019.09.20,15:00:00,34.71,34.76,34.38,34.51,100,0,0
2019.09.23,15:00:00,34.40,34.40,33.88,34.04,100,0,0
2019.09.24,15:00:00,34.25,34.25,33.97,34.08,100,0,0
2019.09.25,15:00:00,34.05,34.47,33.87,34.35,100,0,0
2019.09.26,15:00:00,34.45,35.62,34.28,35.22,100,0,0
2019.09.27,15:00:00,35.15,35.69,34.82,35.20,100,0,0
2019.09.30,15:00:00,34.79,35.33,34.70,34.75,100,0,0
2019.10.08,15:00:00,34.70,35.10,34.50,34.81,100,0,0
2019.10.09,15:00:00,34.52,35.67,34.50,35.18,100,0,0
2019.10.10,15:00:00,35.21,35.38,35.02,35.11,100,0,0
2019.10.11,15:00:00,35.30,36.37,35.30,36.29,100,0,0
2019.10.14,15:00:00,36.60,37.44,36.60,36.83,100,0,0
2019.10.15,15:00:00,37.22,37.22,36.47,36.64,100,0,0
2019.10.16,15:00:00,36.97,37.45,36.40,36.81,100,0,0
2019.10.17,15:00:00,36.81,37.15,36.54,37.00,100,0,0
2019.10.18,15:00:00,37.10,37.28,36.10,36.18,100,0,0
2019.10.21,15:00:00,36.10,36.50,35.77,36.22,100,0,0
2019.10.22,15:00:00,36.47,36.48,35.67,36.13,100,0,0
2019.10.23,15:00:00,36.05,36.30,35.82,36.00,100,0,0
2019.10.24,15:00:00,36.18,36.75,35.96,36.50,100,0,0
2019.10.25,15:00:00,36.67,36.67,36.04,36.40,100,0,0
2019.10.28,15:00:00,36.48,36.93,36.10,36.20,100,0,0
2019.10.29,15:00:00,36.27,36.37,35.91,36.15,100,0,0
2019.10.30,15:00:00,36.11,36.23,35.31,35.41,100,0,0
2019.10.31,15:00:00,35.70,35.87,35.28,35.50,100,0,0
2019.11.01,15:00:00,35.57,36.76,35.38,36.60,100,0,0
2019.11.04,15:00:00,36.97,37.28,36.69,37.18,100,0,0
2019.11.05,15:00:00,37.19,38.15,36.98,37.66,100,0,0
2019.11.06,15:00:00,37.66,38.48,37.53,38.15,100,0,0
2019.11.07,15:00:00,38.13,38.38,37.82,38.16,100,0,0
2019.11.08,15:00:00,38.48,38.55,37.60,37.75,100,0,0
2019.11.11,15:00:00,37.53,37.69,37.17,37.31,100,0,0
2019.11.12,15:00:00,37.31,37.49,36.91,37.20,100,0,0
2019.11.13,15:00:00,37.05,37.38,36.90,37.00,100,0,0
2019.11.14,15:00:00,37.19,37.25,36.65,36.74,100,0,0
2019.11.15,15:00:00,36.98,37.06,36.60,36.83,100,0,0
2019.11.18,15:00:00,36.83,37.89,36.73,37.50,100,0,0
2019.11.19,15:00:00,37.45,37.80,37.31,37.52,100,0,0
2019.11.20,15:00:00,37.24,37.37,36.49,36.58,100,0,0
2019.11.21,15:00:00,36.36,36.69,36.07,36.44,100,0,0
2019.11.22,15:00:00,36.70,36.85,36.08,36.23,100,0,0
2019.11.25,15:00:00,36.40,36.72,36.32,36.58,100,0,0
2019.11.26,15:00:00,36.79,36.80,36.00,36.00,100,0,0
2019.11.27,15:00:00,36.19,36.88,36.06,36.65,100,0,0
2019.11.28,15:00:00,36.56,36.88,36.44,36.63,100,0,0
2019.11.29,15:00:00,36.48,36.69,35.92,36.03,100,0,0
2019.12.02,15:00:00,36.10,36.38,35.97,36.11,100,0,0
2019.12.03,15:00:00,35.92,36.60,35.73,36.46,100,0,0
2019.12.04,15:00:00,36.07,36.42,36.04,36.28,100,0,0
2019.12.05,15:00:00,36.48,36.60,36.12,36.38,100,0,0
2019.12.06,15:00:00,36.47,36.58,36.18,36.41,100,0,0
2019.12.09,15:00:00,36.38,36.44,36.03,36.27,100,0,0
2019.12.10,15:00:00,36.07,36.36,36.05,36.12,100,0,0
2019.12.11,15:00:00,36.29,36.45,36.11,36.40,100,0,0
2019.12.12,15:00:00,36.50,36.58,36.24,36.40,100,0,0
2019.12.13,15:00:00,36.73,37.50,36.69,37.50,100,0,0
2019.12.16,15:00:00,37.25,37.48,37.10,37.28,100,0,0
2019.12.17,15:00:00,37.25,37.85,36.90,37.50,100,0,0
2019.12.18,15:00:00,37.55,38.15,37.55,37.99,100,0,0
2019.12.19,15:00:00,38.00,38.25,37.73,37.77,100,0,0
2019.12.20,15:00:00,37.82,38.03,37.40,37.54,100,0,0
2019.12.23,15:00:00,37.79,38.00,37.25,37.40,100,0,0
2019.12.24,15:00:00,37.45,38.15,37.45,38.01,100,0,0
2019.12.25,15:00:00,38.01,38.23,37.62,37.79,100,0,0
2019.12.26,15:00:00,37.78,38.10,37.69,38.10,100,0,0
2019.12.27,15:00:00,38.10,38.50,37.80,37.86,100,0,0
2019.12.30,15:00:00,37.60,37.92,37.11,37.83,100,0,0
2019.12.31,15:00:00,37.85,37.88,37.31,37.58,100,0,0
2020.01.02,15:00:00,38.03,39.12,38.02,38.88,100,0,0
2020.01.03,15:00:00,38.95,39.62,38.92,39.40,100,0,0
2020.01.06,15:00:00,39.19,40.16,38.90,39.24,100,0,0
2020.01.07,15:00:00,39.55,39.94,39.10,39.15,100,0,0
2020.01.08,15:00:00,38.95,38.95,38.41,38.41,100,0,0
2020.01.09,15:00:00,38.84,39.00,38.58,38.90,100,0,0
2020.01.10,15:00:00,38.90,39.28,38.75,39.04,100,0,0
2020.01.13,15:00:00,39.28,39.28,38.75,39.10,100,0,0
2020.01.14,15:00:00,39.14,39.63,38.70,38.81,100,0,0
2020.01.15,15:00:00,38.84,38.89,38.02,38.12,100,0,0
2020.01.16,15:00:00,38.22,38.35,37.76,37.96,100,0,0
2020.01.17,15:00:00,38.06,38.17,37.68,37.93,100,0,0
2020.01.20,15:00:00,38.22,38.65,38.00,38.31,100,0,0
2020.01.21,15:00:00,37.95,38.15,37.70,37.79,100,0,0
2020.01.22,15:00:00,37.70,38.10,37.15,37.82,100,0,0
2020.01.23,15:00:00,37.53,37.70,36.45,36.81,100,0,0
2020.02.03,15:00:00,33.80,35.50,33.80,35.03,100,0,0
2020.02.04,15:00:00,35.04,35.48,34.68,35.35,100,0,0
2020.02.05,15:00:00,35.34,35.51,34.83,35.36,100,0,0
2020.02.06,15:00:00,35.50,35.83,35.13,35.75,100,0,0
2020.02.07,15:00:00,35.10,35.46,35.01,35.42,100,0,0
2020.02.10,15:00:00,35.13,35.24,34.95,35.10,100,0,0
2020.02.11,15:00:00,35.30,35.85,35.15,35.57,100,0,0
2020.02.12,15:00:00,35.50,35.66,35.24,35.60,100,0,0
2020.02.13,15:00:00,35.53,35.55,35.20,35.27,100,0,0
2020.02.14,15:00:00,35.21,35.71,35.21,35.64,100,0,0
2020.02.17,15:00:00,35.63,36.17,35.38,36.17,100,0,0
2020.02.18,15:00:00,36.00,36.00,35.60,35.70,100,0,0
2020.02.19,15:00:00,35.60,35.89,35.46,35.53,100,0,0
2020.02.20,15:00:00,35.66,36.05,35.20,35.98,100,0,0
2020.02.21,15:00:00,35.90,35.93,35.47,35.64,100,0,0
2020.02.24,15:00:00,35.49,35.69,35.03,35.05,100,0,0
2020.02.25,15:00:00,34.81,35.08,34.50,34.63,100,0,0
2020.02.26,15:00:00,34.41,34.99,34.25,34.83,100,0,0
2020.02.27,15:00:00,34.79,35.35,34.70,35.22,100,0,0
2020.02.28,15:00:00,34.85,35.18,34.20,34.20,100,0,0
2020.03.02,15:00:00,34.24,34.88,34.10,34.75,100,0,0
2020.03.03,15:00:00,34.93,35.10,34.42,34.62,100,0,0
2020.03.04,15:00:00,34.68,34.80,34.44,34.78,100,0,0
2020.03.05,15:00:00,34.99,36.32,34.80,36.23,100,0,0
2020.03.06,15:00:00,35.84,36.02,35.41,35.41,100,0,0
2020.03.09,15:00:00,34.88,34.88,34.18,34.18,100,0,0
2020.03.10,15:00:00,34.19,34.94,34.08,34.68,100,0,0
2020.03.11,15:00:00,34.76,34.99,34.41,34.45,100,0,0
2020.03.12,15:00:00,34.37,34.59,34.02,34.16,100,0,0
2020.03.13,15:00:00,32.80,33.56,32.40,33.41,100,0,0
2020.03.16,15:00:00,33.39,33.39,31.64,31.67,100,0,0
2020.03.17,15:00:00,31.65,32.61,31.11,31.73,100,0,0
2020.03.18,15:00:00,31.88,32.28,30.76,30.82,100,0,0
2020.03.19,15:00:00,30.48,30.48,28.71,29.31,100,0,0
2020.03.20,15:00:00,29.80,31.11,29.80,31.04,100,0,0
2020.03.23,15:00:00,30.01,30.51,29.88,30.16,100,0,0
2020.03.24,15:00:00,31.15,31.65,30.81,31.51,100,0,0
2020.03.25,15:00:00,32.23,32.68,32.17,32.49,100,0,0
2020.03.26,15:00:00,32.10,33.42,32.06,32.72,100,0,0
2020.03.27,15:00:00,33.12,33.33,32.48,32.72,100,0,0
2020.03.30,15:00:00,32.18,32.72,31.80,32.65,100,0,0
2020.03.31,15:00:00,32.92,32.98,32.16,32.28,100,0,0
2020.04.01,15:00:00,32.12,32.65,32.00,32.13,100,0,0
2020.04.02,15:00:00,31.75,32.34,31.71,32.34,100,0,0
2020.04.03,15:00:00,32.00,32.32,31.99,32.15,100,0,0
2020.04.07,15:00:00,32.84,32.88,32.40,32.52,100,0,0
2020.04.08,15:00:00,32.50,32.50,32.12,32.22,100,0,0
2020.04.09,15:00:00,32.29,32.35,32.11,32.30,100,0,0
2020.04.10,15:00:00,32.41,32.56,31.91,32.10,100,0,0
2020.04.13,15:00:00,31.92,32.20,31.82,31.93,100,0,0
2020.04.14,15:00:00,32.18,32.71,32.08,32.71,100,0,0
2020.04.15,15:00:00,32.59,32.63,32.32,32.42,100,0,0
2020.04.16,15:00:00,32.20,32.41,31.96,32.10,100,0,0
2020.04.17,15:00:00,32.45,33.20,32.34,32.86,100,0,0
2020.04.20,15:00:00,32.89,33.08,32.55,32.90,100,0,0
2020.04.21,15:00:00,32.90,33.04,32.58,32.65,100,0,0
2020.04.22,15:00:00,32.45,32.75,32.33,32.73,100,0,0
2020.04.23,15:00:00,32.82,32.96,32.65,32.69,100,0,0
2020.04.24,15:00:00,32.72,32.72,32.41,32.51,100,0,0
2020.04.27,15:00:00,32.75,33.98,32.72,33.58,100,0,0
2020.04.28,15:00:00,33.60,33.90,33.30,33.86,100,0,0
2020.04.29,15:00:00,33.90,35.10,33.89,35.02,100,0,0
2020.04.30,15:00:00,35.15,36.05,35.05,35.09,100,0,0
2020.05.06,15:00:00,34.53,34.78,34.18,34.63,100,0,0
2020.05.07,15:00:00,34.60,34.62,34.05,34.45,100,0,0
2020.05.08,15:00:00,34.77,35.18,34.55,34.97,100,0,0
2020.05.11,15:00:00,34.98,35.48,34.88,34.96,100,0,0
2020.05.12,15:00:00,34.99,35.04,34.44,34.59,100,0,0
2020.05.13,15:00:00,34.40,34.68,34.10,34.54,100,0,0
2020.05.14,15:00:00,34.39,34.42,33.80,33.93,100,0,0
2020.05.15,15:00:00,34.19,34.26,33.70,33.85,100,0,0
2020.05.18,15:00:00,33.62,34.30,33.51,33.80,100,0,0
2020.05.19,15:00:00,34.40,34.48,34.06,34.27,100,0,0
2020.05.20,15:00:00,34.27,35.03,34.10,34.68,100,0,0
2020.05.21,15:00:00,34.91,35.18,34.66,34.73,100,0,0
2020.05.22,15:00:00,34.49,34.69,33.61,33.63,100,0,0
2020.05.25,15:00:00,33.92,33.94,32.90,33.09,100,0,0
2020.05.26,15:00:00,33.30,33.49,33.09,33.43,100,0,0
2020.05.27,15:00:00,33.57,33.98,33.24,33.43,100,0,0
2020.05.28,15:00:00,33.58,34.70,33.43,34.22,100,0,0
2020.05.29,15:00:00,33.86,34.13,33.70,33.82,100,0,0
2020.06.01,15:00:00,34.15,34.97,34.10,34.82,100,0,0
2020.06.02,15:00:00,34.55,35.26,34.54,35.04,100,0,0
2020.06.03,15:00:00,35.45,36.00,35.02,35.22,100,0,0
2020.06.04,15:00:00,35.50,35.55,35.07,35.15,100,0,0
2020.06.05,15:00:00,35.30,35.47,34.81,35.24,100,0,0
2020.06.08,15:00:00,35.55,36.19,35.50,35.67,100,0,0
2020.06.09,15:00:00,35.61,35.69,35.26,35.53,100,0,0
2020.06.10,15:00:00,35.64,35.65,35.18,35.34,100,0,0
2020.06.11,15:00:00,35.21,35.32,34.31,34.47,100,0,0
2020.06.12,15:00:00,33.99,34.50,33.70,34.50,100,0,0
2020.06.15,15:00:00,34.04,34.18,33.46,33.57,100,0,0
2020.06.16,15:00:00,34.00,34.18,33.81,34.14,100,0,0
2020.06.17,15:00:00,34.00,34.31,33.83,34.20,100,0,0
2020.06.18,15:00:00,33.88,34.06,33.02,33.89,100,0,0
2020.06.19,15:00:00,33.80,34.34,33.60,33.86,100,0,0
2020.06.22,15:00:00,33.66,33.85,33.33,33.50,100,0,0
2020.06.23,15:00:00,33.30,33.54,33.11,33.35,100,0,0
2020.06.24,15:00:00,33.52,33.96,33.51,33.90,100,0,0
2020.06.29,15:00:00,34.17,34.30,33.49,33.64,100,0,0
2020.06.30,15:00:00,33.85,33.96,33.64,33.72,100,0,0
2020.07.01,15:00:00,33.79,34.80,33.61,34.79,100,0,0
2020.07.02,15:00:00,34.65,35.47,34.30,35.30,100,0,0
2020.07.03,15:00:00,35.40,36.76,35.35,36.74,100,0,0
2020.07.06,15:00:00,37.18,40.41,37.18,40.41,100,0,0
2020.07.07,15:00:00,41.80,43.30,40.50,41.06,100,0,0
2020.07.08,15:00:00,40.90,41.87,39.97,40.50,100,0,0
2020.07.09,15:00:00,40.51,40.62,39.53,39.91,100,0,0
2020.07.10,15:00:00,38.71,39.00,37.05,37.25,100,0,0
2020.07.13,15:00:00,37.01,38.00,36.67,37.30,100,0,0
2020.07.14,15:00:00,37.07,37.42,36.23,36.51,100,0,0
2020.07.15,15:00:00,36.99,37.02,35.70,35.86,100,0,0
2020.07.16,15:00:00,36.05,36.58,35.59,35.60,100,0,0
2020.07.17,15:00:00,35.87,36.20,35.31,36.08,100,0,0
2020.07.20,15:00:00,36.10,37.45,35.85,37.27,100,0,0
2020.07.21,15:00:00,37.27,37.44,36.52,36.84,100,0,0
2020.07.22,15:00:00,36.78,37.10,36.26,36.44,100,0,0
2020.07.23,15:00:00,36.18,36.41,35.25,35.60,100,0,0
2020.07.24,15:00:00,35.50,35.80,34.13,34.60,100,0,0
2020.07.27,15:00:00,34.94,34.97,34.01,34.25,100,0,0
2020.07.28,15:00:00,34.66,34.88,34.21,34.58,100,0,0
2020.07.29,15:00:00,34.50,35.35,34.23,35.07,100,0,0
2020.07.30,15:00:00,35.05,35.17,34.48,34.56,100,0,0
2020.07.31,15:00:00,34.60,35.35,34.49,34.80,100,0,0
2020.08.03,15:00:00,35.20,35.39,34.78,35.00,100,0,0
2020.08.04,15:00:00,35.14,37.15,35.00,36.68,100,0,0
2020.08.05,15:00:00,36.40,36.66,35.81,36.30,100,0,0
2020.08.06,15:00:00,36.43,37.33,36.34,37.02,100,0,0
2020.08.07,15:00:00,36.88,36.88,36.20,36.61,100,0,0
2020.08.10,15:00:00,36.70,37.41,35.89,37.00,100,0,0
2020.08.11,15:00:00,37.15,38.80,37.15,37.54,100,0,0
2020.08.12,15:00:00,37.78,38.26,37.03,37.79,100,0,0
2020.08.13,15:00:00,37.85,38.17,37.32,37.33,100,0,0
2020.08.14,15:00:00,37.33,38.08,37.26,38.00,100,0,0
2020.08.17,15:00:00,38.06,39.53,38.06,39.05,100,0,0
2020.08.18,15:00:00,39.00,39.16,38.53,38.85,100,0,0
2020.08.19,15:00:00,38.84,39.08,38.35,38.35,100,0,0
2020.08.20,15:00:00,38.21,38.23,37.13,37.52,100,0,0
2020.08.21,15:00:00,38.00,38.01,37.46,37.77,100,0,0
2020.08.24,15:00:00,38.08,38.31,37.37,37.50,100,0,0
2020.08.25,15:00:00,37.80,38.20,37.42,37.58,100,0,0
2020.08.26,15:00:00,37.70,37.89,37.01,37.23,100,0,0
2020.08.27,15:00:00,37.23,37.29,36.41,36.90,100,0,0
2020.08.28,15:00:00,36.85,38.45,36.60,38.45,100,0,0
2020.08.31,15:00:00,38.50,39.00,37.55,37.69,100,0,0
2020.09.01,15:00:00,37.46,37.70,37.01,37.42,100,0,0
2020.09.02,15:00:00,37.49,37.58,36.80,37.20,100,0,0
2020.09.03,15:00:00,37.12,37.43,36.76,36.98,100,0,0
2020.09.04,15:00:00,36.63,36.89,36.35,36.80,100,0,0
2020.09.07,15:00:00,36.80,37.58,36.69,36.79,100,0,0
2020.09.08,15:00:00,37.18,37.62,37.02,37.59,100,0,0
2020.09.09,15:00:00,37.27,37.95,37.16,37.60,100,0,0
2020.09.10,15:00:00,37.88,37.91,37.37,37.70,100,0,0
2020.09.11,15:00:00,37.87,37.88,37.02,37.24,100,0,0
