<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2020.07.23,15:00:00,207.30,211.90,205.60,210.07,100,0,0
2020.07.24,15:00:00,208.00,208.95,198.00,201.39,100,0,0
2020.07.27,15:00:00,203.39,206.80,201.41,204.10,100,0,0
2020.07.28,15:00:00,205.89,216.94,204.67,214.00,100,0,0
2020.07.29,15:00:00,214.35,215.48,209.01,214.98,100,0,0
2020.07.30,15:00:00,214.00,218.05,213.00,216.32,100,0,0
2020.07.31,15:00:00,216.51,221.01,214.28,217.50,100,0,0
2020.08.03,15:00:00,218.18,219.93,215.20,217.72,100,0,0
2020.08.04,15:00:00,217.50,219.80,214.00,215.80,100,0,0
2020.08.05,15:00:00,215.60,217.76,213.00,217.48,100,0,0
2020.08.06,15:00:00,217.48,218.54,209.66,211.02,100,0,0
2020.08.07,15:00:00,210.00,213.00,203.18,207.26,100,0,0
2020.08.10,15:00:00,207.26,208.88,202.94,205.94,100,0,0
2020.08.11,15:00:00,207.00,213.35,207.00,209.00,100,0,0
2020.08.12,15:00:00,207.92,209.88,203.04,206.47,100,0,0
2020.08.13,15:00:00,208.00,210.00,205.50,206.90,100,0,0
2020.08.14,15:00:00,206.30,213.30,206.22,212.90,100,0,0
2020.08.17,15:00:00,214.50,222.00,214.50,219.99,100,0,0
2020.08.18,15:00:00,219.99,223.00,218.12,220.57,100,0,0
2020.08.19,15:00:00,220.47,225.96,217.27,222.20,100,0,0
2020.08.20,15:00:00,220.00,220.92,216.00,216.44,100,0,0
2020.08.21,15:00:00,220.00,220.98,216.44,218.40,100,0,0
2020.08.24,15:00:00,219.98,226.30,219.19,225.00,100,0,0
2020.08.25,15:00:00,226.00,236.75,225.99,235.60,100,0,0
2020.08.26,15:00:00,235.40,239.87,232.20,236.65,100,0,0
2020.08.27,15:00:00,238.98,238.98,231.14,238.08,100,0,0
2020.08.28,15:00:00,235.98,244.86,233.20,240.50,100,0,0
2020.08.31,15:00:00,242.00,246.70,240.00,240.00,100,0,0
2020.09.01,15:00:00,237.48,239.80,233.10,236.24,100,0,0
2020.09.02,15:00:00,235.20,239.78,233.80,235.00,100,0,0
2020.09.03,15:00:00,235.40,243.00,235.19,238.64,100,0,0
2020.09.04,15:00:00,234.00,234.00,226.27,230.22,100,0,0
2020.09.07,15:00:00,229.35,233.45,225.10,226.89,100,0,0
2020.09.08,15:00:00,227.14,229.35,217.60,221.93,100,0,0
2020.09.09,15:00:00,218.81,220.66,216.00,217.00,100,0,0
2020.09.10,15:00:00,220.00,225.76,219.96,223.20,100,0,0
2020.09.11,15:00:00,221.45,227.88,220.18,227.88,100,0,0
