<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2020.08.14,15:00:00,51.21,52.22,50.83,51.90,100,0,0
2020.08.17,15:00:00,51.98,53.00,51.64,52.20,100,0,0
2020.08.18,15:00:00,52.00,54.59,51.38,54.34,100,0,0
2020.08.19,15:00:00,54.08,58.53,53.13,57.96,100,0,0
2020.08.20,15:00:00,57.38,58.78,56.35,57.30,100,0,0
2020.08.21,15:00:00,57.63,60.25,57.01,59.30,100,0,0
2020.08.24,15:00:00,59.36,59.48,56.72,58.63,100,0,0
2020.08.25,15:00:00,57.75,59.09,57.23,58.01,100,0,0
2020.08.26,15:00:00,58.01,59.47,57.41,58.18,100,0,0
2020.08.27,15:00:00,59.00,60.86,58.38,59.42,100,0,0
2020.08.28,15:00:00,58.71,65.36,58.55,65.17,100,0,0
2020.08.31,15:00:00,64.80,65.65,62.36,63.50,100,0,0
2020.09.01,15:00:00,63.05,63.08,60.65,62.34,100,0,0
2020.09.02,15:00:00,62.35,63.33,60.85,61.82,100,0,0
