<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2020.09.03,15:00:00,61.82,62.96,58.50,59.85,100,0,0
2020.09.04,15:00:00,58.44,59.40,57.85,59.14,100,0,0
2020.09.07,15:00:00,58.50,59.50,55.71,56.13,100,0,0
2020.09.08,15:00:00,56.13,56.87,54.56,56.38,100,0,0
2020.09.09,15:00:00,56.00,56.10,53.85,54.30,100,0,0
2020.09.10,15:00:00,54.90,55.20,53.61,53.96,100,0,0
2020.09.11,15:00:00,53.99,54.19,52.01,53.10,100,0,0
2020.09.14,15:00:00,53.50,53.60,50.55,51.53,100,0,0
2020.09.15,15:00:00,52.16,53.40,51.55,52.19,100,0,0
2020.09.16,15:00:00,52.09,53.80,51.86,52.72,100,0,0
2020.09.17,15:00:00,52.77,52.77,50.68,51.19,100,0,0
2020.09.18,15:00:00,51.21,52.62,50.82,52.50,100,0,0
2020.09.21,15:00:00,52.50,52.60,50.90,51.18,100,0,0
2020.09.22,15:00:00,51.00,52.35,50.62,50.98,100,0,0
2020.09.23,15:00:00,51.05,52.05,50.90,51.70,100,0,0
2020.09.24,15:00:00,51.80,52.36,50.50,51.10,100,0,0
2020.09.25,15:00:00,50.91,51.80,50.83,51.33,100,0,0
2020.09.28,15:00:00,51.50,51.68,50.52,50.94,100,0,0
2020.09.29,15:00:00,50.99,52.20,50.70,51.66,100,0,0
2020.09.30,15:00:00,51.79,54.33,51.62,52.93,100,0,0
2020.10.09,15:00:00,53.55,55.40,53.28,55.00,100,0,0
2020.10.12,15:00:00,55.00,55.88,54.78,55.45,100,0,0
2020.10.13,15:00:00,55.50,55.80,54.01,54.90,100,0,0
2020.10.14,15:00:00,54.80,55.18,53.90,54.19,100,0,0
2020.10.15,15:00:00,54.20,54.48,53.16,53.55,100,0,0
2020.10.16,15:00:00,53.63,54.99,53.50,53.50,100,0,0
2020.10.19,15:00:00,53.47,53.50,49.58,50.23,100,0,0
2020.10.20,15:00:00,50.21,51.00,49.40,50.88,100,0,0
2020.10.21,15:00:00,51.20,51.63,50.35,50.57,100,0,0
2020.10.22,15:00:00,50.49,50.50,49.20,49.91,100,0,0
2020.10.23,15:00:00,49.86,50.10,47.00,47.50,100,0,0
