                  同花顺 (300033)
      时间	    开盘	    最高	    最低	    收盘	         成交量	THT_EMA.EXP1  	THT_EMA.EXP2  	高顿MACD.DIF   	高顿MACD.DEA   	高顿MACD.      	高顿MACD.MACD  	高顿MACD.      	高顿MACD.低背  	高顿MACD.      	高顿MACD.顶背  	高顿MACD.      	高顿MACD.      	高顿MACD.      	高顿MACD.      	高顿MACD.      	RSI自制.RSI1  	RSI自制.RSI2  	RSI自制.RSI3  	RSI自制.超买区上线	RSI自制.超卖区下线	RSI自制.通达信中线	CCI自制.CCI   	CCI自制.超买区上线	CCI自制.超卖区下线	CCI自制.通达信中线	
 2019/02/11	   43.79	   45.42	   43.47	   44.96	       10463277	      44.96	      44.96	       0.00	       0.00	       0.00	       0.00	       0.00	           	       0.00	           	       0.00	           	       0.00	       0.00	       0.00	           	           	           	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/12	   44.95	   47.25	   44.57	   46.76	        9813222	      45.13	      44.99	       0.14	       0.03	       0.00	       0.23	       0.00	           	       0.00	           	       0.00	           	       0.14	       1.00	       0.00	     100.00	     100.00	     100.00	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/13	   46.77	   51.57	   46.25	   51.23	       13740713	      45.71	      45.09	       0.61	       0.15	       0.00	       0.93	       0.00	           	       0.00	           	       0.00	           	       0.61	       0.00	       0.00	     100.00	     100.00	     100.00	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/14	   51.07	   51.58	   49.67	   50.67	        8358921	      46.18	      45.19	       0.93	       0.30	       0.00	       1.25	       0.00	           	       0.00	           	       0.00	           	       0.93	       1.00	       0.00	      90.92	      90.92	      90.92	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/15	   50.65	   52.05	   49.57	   50.52	        7751308	      46.60	      45.27	       1.15	       0.47	       0.00	       1.36	       0.00	           	       0.00	           	       0.00	           	       1.15	       0.00	       0.00	      88.57	      88.57	      88.57	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/18	   50.97	   55.62	   50.92	   55.60	       10861693	      47.45	      45.44	       1.72	       0.72	       0.00	       1.99	       0.00	           	       0.00	           	       0.00	           	       1.72	       1.00	       0.00	      94.15	      94.15	      94.15	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/19	   55.67	   60.67	   54.67	   57.47	       15869953	      48.41	      45.64	       2.29	       1.03	       0.00	       2.51	       0.00	           	       0.00	           	       0.00	           	       2.29	       0.00	       0.00	      95.11	      95.11	      95.11	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/20	   57.29	   60.11	   56.44	   59.18	       12229410	      49.43	      45.87	       2.85	       1.40	       0.00	       2.91	       0.00	           	       0.00	           	       0.00	           	       2.85	       1.00	       0.00	      95.80	      95.80	      95.80	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/21	   58.70	   63.67	   58.70	   61.06	       16051220	      50.54	      46.12	       3.41	       1.80	       0.00	       3.22	       0.00	           	       0.00	           	       0.00	           	       3.41	       0.00	       0.00	      96.41	      96.41	      96.41	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/22	   61.17	   67.30	   59.27	   67.30	       20688716	      52.14	      46.47	       4.30	       2.30	       0.00	       4.00	       0.00	           	       0.00	           	       0.00	           	       4.30	       1.00	       0.00	      97.64	      97.64	      97.64	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/25	   73.67	   74.16	   71.18	   74.16	       13736977	      54.24	      46.93	       5.50	       2.94	       0.00	       5.12	       0.00	           	       0.00	           	       0.00	           	       5.50	       0.00	       0.00	      98.33	      98.33	      98.33	      75.00	      25.00	      50.00	           	     100.00	    -100.00	       0.00	
 2019/02/26	   79.45	   81.71	   76.27	   76.48	       30104252	      56.35	      47.41	       6.56	       3.67	       0.00	       5.80	       0.00	           	       0.00	           	       0.00	           	       6.56	       1.00	       0.00	      98.49	      98.49	      98.49	      75.00	      25.00	      50.00	     170.26	     100.00	    -100.00	       0.00	
 2019/02/27	   75.67	   78.37	   71.87	   75.12	       22434646	      58.14	      47.87	       7.21	       4.38	       0.00	       5.68	       0.00	           	       0.00	           	       0.00	           	       7.21	       0.00	       0.00	      92.73	      92.73	      92.73	      75.00	      25.00	      50.00	     115.75	     100.00	    -100.00	       0.00	
 2019/02/28	   75.17	   75.97	   68.73	   74.37	       16004013	      59.69	      48.31	       7.58	       5.02	       0.00	       5.13	       0.00	           	       0.00	           	       0.00	           	       7.58	       1.00	       0.00	      89.58	      89.58	      89.58	      75.00	      25.00	      50.00	      81.55	     100.00	    -100.00	       0.00	
 2019/03/01	   75.07	   81.53	   73.74	   79.67	       20024018	      61.59	      48.83	       8.20	       5.65	       0.00	       5.10	       0.00	           	       0.00	           	       0.00	           	       8.20	       0.00	       0.00	      91.74	      91.74	      91.74	      75.00	      25.00	      50.00	     100.07	     100.00	    -100.00	       0.00	
 2019/03/04	   80.67	   86.86	   77.65	   81.20	       21129912	      63.46	      49.36	       8.72	       6.27	       0.00	       4.91	       0.00	           	       0.00	           	       0.00	           	       8.72	       1.00	       0.00	      92.25	      92.25	      92.25	      75.00	      25.00	      50.00	     104.13	     100.00	    -100.00	       0.00	
 2019/03/05	   78.53	   82.35	   77.79	   81.64	       12928149	      65.19	      49.90	       9.06	       6.83	       0.00	       4.47	       0.00	           	       0.00	           	       0.00	           	       9.06	       0.00	       0.00	      92.40	      92.40	      92.40	      75.00	      25.00	      50.00	      83.16	     100.00	    -100.00	       0.00	
 2019/03/06	   80.17	   87.27	   80.06	   86.17	       19126276	      67.19	      50.50	       9.59	       7.38	       0.00	       4.42	       0.00	           	       0.00	           	       0.00	           	       9.59	       1.00	       0.00	      93.73	      93.73	      93.73	      75.00	      25.00	      50.00	     104.54	     100.00	    -100.00	       0.00	
 2019/03/07	   84.67	   90.86	   82.19	   84.89	       21323416	      68.87	      51.06	       9.79	       7.86	       0.00	       3.85	       0.00	           	       0.00	           	       0.00	           	       9.79	       0.00	       0.00	      88.93	      88.93	      88.93	      75.00	      25.00	      50.00	     107.38	     100.00	    -100.00	       0.00	
 2019/03/08	   78.67	   85.66	   77.85	   80.57	       18365192	      69.99	      51.55	       9.49	       8.18	       0.00	       2.60	       0.00	           	       0.00	           	       0.00	           	       9.49	       1.00	       0.00	      74.83	      74.83	      74.83	      75.00	      25.00	      50.00	      55.07	     100.00	    -100.00	       0.00	
 2019/03/11	   79.55	   82.65	   76.23	   80.99	       14597879	      71.04	      52.04	       9.18	       8.38	       0.00	       1.59	       0.00	           	       0.00	           	       0.00	           	       9.18	       0.00	       0.00	      75.24	      75.24	      75.24	      75.00	      25.00	      50.00	      28.88	     100.00	    -100.00	       0.00	
 2019/03/12	   81.37	   89.22	   80.77	   89.22	       24894224	      72.77	      52.65	       9.49	       8.60	       0.00	       1.77	       0.00	           	       0.00	           	       0.00	           	       9.49	       1.00	       0.00	      81.71	      81.71	      81.71	      75.00	      25.00	      50.00	     121.01	     100.00	    -100.00	       0.00	
 2019/03/13	   91.67	   95.03	   85.37	   86.67	       21742352	      74.09	      53.22	       9.42	       8.77	       0.00	       1.30	       0.00	           	       0.00	           	       0.00	           	       9.42	       0.00	       0.00	      75.08	      75.08	      75.08	      75.00	      25.00	      50.00	     142.32	     100.00	    -100.00	       0.00	
 2019/03/14	   83.69	   86.82	   78.04	   81.57	       15126094	      74.80	      53.68	       8.85	       8.78	       0.00	       0.13	       0.00	           	       0.00	           	       0.00	           	           	       1.00	       0.00	      63.79	      63.79	      63.79	      75.00	      25.00	      50.00	      11.86	     100.00	    -100.00	       0.00	
 2019/03/15	   83.47	   84.17	   80.95	   82.13	       10296625	      75.50	      54.15	       8.35	       8.70	       0.00	      -0.70	       0.00	           	       0.00	           	       0.00	           	       8.35	       0.00	       1.00	      64.43	      64.43	      64.43	      75.00	      25.00	      50.00	       6.39	     100.00	    -100.00	       0.00	
 2019/03/18	   81.65	   88.14	   79.97	   87.47	       11719806	      76.64	      54.71	       8.29	       8.61	       0.00	      -0.66	       0.00	           	       0.00	           	       0.00	           	       8.29	       0.00	       0.00	      69.96	      69.96	      69.96	      75.00	      25.00	      50.00	      53.26	     100.00	    -100.00	       0.00	
 2019/03/19	   87.45	   88.17	   84.56	   84.97	        9209488	      77.43	      55.21	       7.94	       8.48	       0.00	      -1.07	       0.00	           	       0.00	           	       0.00	           	       7.94	       0.00	       1.00	      64.81	      64.81	      64.81	      75.00	      25.00	      50.00	      59.21	     100.00	    -100.00	       0.00	
 2019/03/20	   84.26	   88.27	   83.37	   87.15	       10969077	      78.36	      55.73	       7.76	       8.34	       0.00	      -1.15	       0.00	           	       0.00	           	       0.00	           	       7.76	       0.00	       0.00	      67.12	      67.12	      67.12	      75.00	      25.00	      50.00	      59.47	     100.00	    -100.00	       0.00	
 2019/03/21	   87.07	   96.00	   85.68	   95.67	       15148764	      80.01	      56.39	       8.21	       8.31	       0.00	      -0.21	       0.00	           	       0.00	           	       0.00	           	       8.21	       0.00	       1.00	      74.29	      74.29	      74.29	      75.00	      25.00	      50.00	     191.48	     100.00	    -100.00	       0.00	
 2019/03/22	   97.67	   98.74	   92.00	   94.70	       16614847	      81.41	      57.03	       8.38	       8.32	       0.00	       0.12	       0.00	           	       0.00	           	       0.00	           	       8.38	       1.00	       0.00	      72.33	      72.33	      72.33	      75.00	      25.00	      50.00	     190.26	     100.00	    -100.00	       0.00	
 2019/03/25	   91.55	   97.15	   90.66	   91.88	       11675550	      82.40	      57.60	       8.20	       8.30	       0.00	      -0.19	       0.00	           	       0.00	           	       0.00	           	       8.20	       0.00	       1.00	      66.75	      66.75	      66.75	      75.00	      25.00	      50.00	     113.15	     100.00	    -100.00	       0.00	
 2019/03/26	   93.47	   96.47	   91.56	   95.08	       11299401	      83.61	      58.22	       8.22	       8.29	       0.00	      -0.12	       0.00	           	       0.00	           	       0.00	           	       8.22	       0.00	       0.00	      69.65	      69.65	      69.65	      75.00	      25.00	      50.00	     103.77	     100.00	    -100.00	       0.00	
 2019/03/27	   95.67	   97.42	   88.68	   93.58	       11597001	      84.56	      58.81	       8.03	       8.23	       0.00	      -0.41	       0.00	           	       0.00	           	       0.00	           	       8.03	       0.00	       1.00	      66.67	      66.67	      66.67	      75.00	      25.00	      50.00	      71.86	     100.00	    -100.00	       0.00	
 2019/03/28	   91.82	   95.36	   89.57	   89.92	        8456622	      85.07	      59.32	       7.49	       8.08	       0.00	      -1.19	       0.00	           	       0.00	           	       0.00	       7.49	       7.49	       0.00	       0.00	      59.87	      59.87	      59.87	      75.00	      25.00	      50.00	      38.59	     100.00	    -100.00	       0.00	
 2019/03/29	   90.15	   99.00	   88.45	   99.00	       18969984	      86.40	      59.98	       7.71	       8.01	       0.00	      -0.61	       0.00	           	       0.00	           	       0.00	           	       7.71	       0.00	       1.00	      68.55	      68.55	      68.55	      75.00	      25.00	      50.00	      84.34	     100.00	    -100.00	       0.00	
 2019/04/01	  103.72	  108.99	  103.15	  108.99	        8352963	      88.55	      60.79	       8.59	       8.12	       0.00	       0.92	       0.00	           	       0.00	           	       0.00	           	       8.59	       1.00	       0.00	      75.04	      75.04	      75.04	      75.00	      25.00	      50.00	     217.52	     100.00	    -100.00	       0.00	
 2019/04/02	  112.15	  119.97	  109.15	  110.96	       20042068	      90.68	      61.62	       9.33	       8.37	       0.00	       1.94	       0.00	           	       0.00	           	       1.00	           	       9.33	       0.00	       0.00	      76.10	      76.10	      76.10	      75.00	      25.00	      50.00	     227.45	     100.00	    -100.00	       0.00	
 2019/04/03	  111.89	  122.14	  111.89	  122.14	       19334784	      93.68	      62.62	      10.71	       8.83	       0.00	       3.74	       0.00	           	       0.00	           	       1.00	           	      10.71	       1.00	       0.00	      81.07	      81.07	      81.07	      75.00	      25.00	      50.00	     181.25	     100.00	    -100.00	       0.00	
 2019/04/04	  124.15	  125.34	  115.15	  118.23	       14831201	      96.02	      63.54	      11.35	       9.34	       0.00	       4.02	       0.00	           	       0.00	           	       1.00	           	      11.35	       0.00	       0.00	      75.11	      75.11	      75.11	      75.00	      25.00	      50.00	     133.47	     100.00	    -100.00	       0.00	
 2019/04/08	  120.95	  130.14	  118.95	  130.14	       15658066	      99.27	      64.64	      12.67	      10.00	       0.00	       5.33	       0.00	           	       0.00	           	       1.00	           	      12.67	       1.00	       0.00	      80.00	      80.00	      80.00	      75.00	      25.00	      50.00	     135.08	     100.00	    -100.00	       0.00	
 2019/04/09	  125.15	  133.71	  124.15	  126.95	       16255840	     101.90	      65.67	      13.31	      10.66	       0.00	       5.29	       0.00	           	       0.00	           	       0.00	           	      13.31	       0.00	       0.00	      75.65	      75.65	      75.65	      75.00	      25.00	      50.00	     116.56	     100.00	    -100.00	       0.00	
 2019/04/10	  115.15	  118.64	  114.17	  114.17	       18071490	     103.07	      66.47	      12.64	      11.06	       0.00	       3.15	       0.00	           	       0.00	           	       0.00	           	      12.64	       1.00	       0.00	      61.15	      61.15	      61.15	      75.00	      25.00	      50.00	      41.24	     100.00	    -100.00	       0.00	
 2019/04/11	  113.15	  113.52	  106.15	  109.81	       18101640	     103.71	      67.19	      11.62	      11.17	       0.00	       0.89	       0.00	           	       0.00	           	       0.00	      11.62	           	       0.00	       0.00	      57.07	      57.07	      57.07	      75.00	      25.00	      50.00	       2.21	     100.00	    -100.00	       0.00	
 2019/04/12	  110.85	  113.52	  108.03	  110.46	       10633046	     104.36	      67.90	      10.74	      11.08	       0.00	      -0.69	       0.00	           	       0.00	           	       0.00	      10.74	           	       0.00	       1.00	      57.53	      57.53	      57.53	      75.00	      25.00	      50.00	      -1.07	     100.00	    -100.00	       0.00	
 2019/04/15	  113.95	  114.14	  100.46	  103.05	       16946764	     104.23	      68.48	       9.34	      10.74	       0.00	      -2.79	       0.00	           	       0.00	           	       0.00	       9.34	           	       0.00	       0.00	      50.77	      50.77	      50.77	      75.00	      25.00	      50.00	     -47.25	     100.00	    -100.00	       0.00	
 2019/04/16	  102.69	  108.64	  101.95	  107.43	       13175242	     104.54	      69.13	       8.48	      10.28	       0.00	      -3.60	       0.00	           	       0.00	           	       0.00	       8.48	           	       0.00	       1.00	      54.24	      54.24	      54.24	      75.00	      25.00	      50.00	     -64.94	     100.00	    -100.00	       0.00	
 2019/04/17	  106.35	  108.48	  103.80	  105.57	        8512709	     104.64	      69.73	       7.57	       9.74	       0.00	      -4.35	       0.00	           	       0.00	           	       0.00	       7.57	           	       0.00	       0.00	      52.52	      52.52	      52.52	      75.00	      25.00	      50.00	     -82.25	     100.00	    -100.00	       0.00	
 2019/04/18	  105.15	  107.90	  102.15	  104.15	        8989961	     104.59	      70.30	       6.65	       9.12	       0.00	      -4.94	       0.00	           	       0.00	           	       0.00	       6.65	           	       0.00	       1.00	      51.17	      51.17	      51.17	      75.00	      25.00	      50.00	     -90.54	     100.00	    -100.00	       0.00	
 2019/04/19	  104.15	  109.80	  104.15	  105.66	       10776537	     104.69	      70.88	       5.98	       8.49	       0.00	      -5.03	       0.00	           	       0.00	           	       0.00	       5.98	           	       0.00	       0.00	      52.59	      52.59	      52.59	      75.00	      25.00	      50.00	     -62.29	     100.00	    -100.00	       0.00	
 2019/04/22	  107.07	  107.15	   99.68	  101.21	       11579397	     104.36	      71.38	       5.03	       7.80	       0.00	      -5.55	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      48.11	      48.11	      48.11	      75.00	      25.00	      50.00	     -86.28	     100.00	    -100.00	       0.00	
 2019/04/23	   99.76	  105.07	   97.95	  101.59	       12332886	     104.10	      71.88	       4.26	       7.09	       0.00	      -5.67	       0.00	           	       0.00	           	       0.00	       4.26	           	       0.00	       0.00	      48.52	      48.52	      48.52	      75.00	      25.00	      50.00	     -88.94	     100.00	    -100.00	       0.00	
 2019/04/24	  100.70	  104.05	   99.11	  103.13	        9799637	     104.00	      72.40	       3.73	       6.42	       0.00	      -5.39	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       1.00	      50.25	      50.25	      50.25	      75.00	      25.00	      50.00	     -79.94	     100.00	    -100.00	       0.00	
 2019/04/25	  102.25	  105.63	  100.42	  100.58	       10193772	     103.68	      72.86	       3.06	       5.75	       0.00	      -5.37	       0.00	           	       0.00	           	       0.00	       3.06	           	       0.00	       0.00	      47.38	      47.38	      47.38	      75.00	      25.00	      50.00	     -87.07	     100.00	    -100.00	       0.00	
 2019/04/26	   94.85	   98.15	   91.45	   93.40	       16276831	     102.70	      73.20	       1.94	       4.99	       0.00	      -6.10	       0.00	           	       0.00	           	       0.00	       1.94	           	       0.00	       1.00	      40.30	      40.30	      40.30	      75.00	      25.00	      50.00	    -211.31	     100.00	    -100.00	       0.00	
 2019/04/29	   94.14	   98.30	   91.70	   94.05	       13435780	     101.88	      73.55	       1.09	       4.21	       0.00	      -6.24	       0.00	           	       0.00	           	       0.00	       1.09	           	       0.00	       0.00	      41.17	      41.17	      41.17	      75.00	      25.00	      50.00	    -159.60	     100.00	    -100.00	       0.00	
 2019/04/30	   94.84	   96.35	   87.06	   90.20	       14734234	     100.76	      73.82	       0.10	       3.38	       0.00	      -6.57	       0.00	           	       0.00	           	       0.00	       0.10	           	       0.00	       1.00	      37.63	      37.63	      37.63	      75.00	      25.00	      50.00	    -169.69	     100.00	    -100.00	       0.00	
 2019/05/06	   81.10	   83.85	   81.10	   81.10	        9935258	      98.89	      73.94	      -1.40	       2.43	       0.00	      -7.66	       0.00	           	       0.00	           	       0.00	      -1.40	           	       0.00	       0.00	      30.81	      30.81	      30.81	      75.00	      25.00	      50.00	    -195.56	     100.00	    -100.00	       0.00	
 2019/05/07	   80.65	   81.10	   73.25	   77.30	       20729776	      96.83	      74.00	      -2.86	       1.37	       0.00	      -8.47	       0.00	           	       0.00	           	       0.00	      -2.86	           	       0.00	       1.00	      28.46	      28.46	      28.46	      75.00	      25.00	      50.00	    -172.73	     100.00	    -100.00	       0.00	
 2019/05/08	   74.47	   81.30	   74.24	   79.13	       16122929	      95.15	      74.08	      -3.83	       0.33	       0.00	      -8.32	       0.00	           	       0.00	           	       0.00	      -3.83	           	       0.00	       0.00	      31.21	      31.21	      31.21	      75.00	      25.00	      50.00	    -129.78	     100.00	    -100.00	       0.00	
 2019/05/09	   78.52	   81.00	   77.43	   77.77	       11329588	      93.49	      74.14	      -4.65	      -0.67	       0.00	      -7.97	       0.00	           	       0.00	           	       0.00	      -4.65	           	       0.00	       1.00	      30.27	      30.27	      30.27	      75.00	      25.00	      50.00	     -99.71	     100.00	    -100.00	       0.00	
 2019/05/10	   80.90	   85.63	   79.81	   85.63	       20724370	      92.74	      74.33	      -4.62	      -1.46	       0.00	      -6.32	       1.00	           	       0.00	           	       0.00	      -4.62	           	       0.00	       0.00	      41.45	      41.45	      41.45	      75.00	      25.00	      50.00	     -52.34	     100.00	    -100.00	       0.00	
 2019/05/13	   85.63	   86.93	   83.08	   83.25	       14222386	      91.84	      74.48	      -4.73	      -2.11	       0.00	      -5.23	       0.00	           	       0.00	           	       0.00	      -4.73	           	       0.00	       1.00	      39.37	      39.37	      39.37	      75.00	      25.00	      50.00	     -37.55	     100.00	    -100.00	       0.00	
 2019/05/14	   82.95	   87.09	   82.95	   84.28	       16190637	      91.12	      74.64	      -4.68	      -2.63	       0.00	      -4.11	       1.00	           	       0.00	           	       0.00	      -4.68	           	       0.00	       0.00	      40.77	      40.77	      40.77	      75.00	      25.00	      50.00	     -26.59	     100.00	    -100.00	       0.00	
 2019/05/15	   86.28	   86.45	   83.17	   85.49	       13377848	      90.58	      74.82	      -4.49	      -3.00	       0.00	      -2.98	       0.00	           	       0.00	           	       0.00	      -4.49	           	       0.00	       1.00	      42.48	      42.48	      42.48	      75.00	      25.00	      50.00	     -14.54	     100.00	    -100.00	       0.00	
 2019/05/16	   85.65	   85.65	   82.91	   83.67	       10887389	      89.93	      74.97	      -4.44	      -3.29	       0.00	      -2.30	       0.00	           	       0.00	           	       0.00	      -4.44	           	       0.00	       0.00	      40.56	      40.56	      40.56	      75.00	      25.00	      50.00	     -12.26	     100.00	    -100.00	       0.00	
 2019/05/17	   84.31	   84.60	   77.86	   78.79	       14080597	      88.86	      75.03	      -4.73	      -3.57	       0.00	      -2.31	       0.00	           	       0.00	           	       0.00	      -4.73	           	       0.00	       1.00	      35.82	      35.82	      35.82	      75.00	      25.00	      50.00	     -59.97	     100.00	    -100.00	       0.00	
 2019/05/20	   78.65	   84.14	   77.09	   81.99	       14722686	      88.21	      75.15	      -4.65	      -3.79	       0.00	      -1.73	       1.00	           	       0.00	           	       0.00	      -4.65	           	       0.00	       0.00	      40.77	      40.77	      40.77	      75.00	      25.00	      50.00	     -33.78	     100.00	    -100.00	       0.00	
 2019/05/21	   81.98	   86.07	   81.28	   84.19	       13987028	      87.83	      75.30	      -4.37	      -3.91	       0.00	      -0.92	       0.00	           	       0.00	           	       0.00	      -4.37	      -4.37	       0.00	       1.00	      44.01	      44.01	      44.01	      75.00	      25.00	      50.00	      53.37	     100.00	    -100.00	       0.00	
 2019/05/22	   83.60	   84.87	   81.65	   82.84	        9354651	      87.35	      75.42	      -4.20	      -3.96	       0.00	      -0.47	       0.00	           	       0.00	           	       0.00	      -4.20	           	       0.00	       0.00	      42.46	      42.46	      42.46	      75.00	      25.00	      50.00	      29.26	     100.00	    -100.00	       0.00	
 2019/05/23	   83.10	   84.07	   80.65	   81.05	       10705787	      86.75	      75.51	      -4.16	      -4.00	       0.00	      -0.31	       0.00	           	       0.00	           	       0.00	      -4.16	           	       0.00	       1.00	      40.39	      40.39	      40.39	      75.00	      25.00	      50.00	     -17.59	     100.00	    -100.00	       0.00	
 2019/05/24	   81.35	   83.35	   81.03	   81.93	        8147269	      86.29	      75.62	      -4.01	      -4.01	       0.00	      -0.02	       0.00	           	       0.00	           	       0.00	      -4.01	      -4.01	       0.00	       0.00	      41.91	      41.91	      41.91	      75.00	      25.00	      50.00	     -27.72	     100.00	    -100.00	       0.00	
 2019/05/27	   82.03	   90.15	   81.47	   89.03	       18053620	      86.55	      75.84	      -3.29	      -3.86	       0.00	       1.15	       0.00	           	       0.00	           	       0.00	           	      -3.29	       1.00	       0.00	      52.52	      52.52	      52.52	      75.00	      25.00	      50.00	     159.87	     100.00	    -100.00	       0.00	
 2019/05/28	   88.85	   89.05	   86.31	   89.05	       14332026	      86.79	      76.06	      -2.68	      -3.62	       0.00	       1.89	       0.00	           	       0.00	           	       0.00	           	      -2.68	       0.00	       0.00	      52.55	      52.55	      52.55	      75.00	      25.00	      50.00	     165.31	     100.00	    -100.00	       0.00	
 2019/05/29	   87.68	   89.45	   86.95	   87.61	        9163748	      86.87	      76.25	      -2.29	      -3.36	       0.00	       2.14	       0.00	           	       0.00	           	       0.00	      -2.29	      -2.29	       1.00	       0.00	      50.33	      50.33	      50.33	      75.00	      25.00	      50.00	     126.90	     100.00	    -100.00	       0.00	
 2019/05/30	   86.30	   87.05	   83.45	   84.84	        9701607	      86.68	      76.39	      -2.17	      -3.12	       0.00	       1.89	       0.00	           	       0.00	           	       0.00	      -2.17	      -2.17	       0.00	       0.00	      46.24	      46.24	      46.24	      75.00	      25.00	      50.00	      31.13	     100.00	    -100.00	       0.00	
 2019/05/31	   85.58	   85.94	   83.61	   83.64	        7877559	      86.39	      76.51	      -2.16	      -2.93	       0.00	       1.54	       0.00	           	       0.00	           	       0.00	      -2.16	      -2.16	       1.00	       0.00	      44.52	      44.52	      44.52	      75.00	      25.00	      50.00	      10.12	     100.00	    -100.00	       0.00	
 2019/06/03	   84.86	   86.56	   84.14	   84.32	        8984991	      86.19	      76.64	      -2.06	      -2.75	       0.00	       1.38	       0.00	           	       0.00	           	       0.00	      -2.06	           	       0.00	       0.00	      45.76	      45.76	      45.76	      75.00	      25.00	      50.00	      26.76	     100.00	    -100.00	       0.00	
 2019/06/04	   83.38	   85.59	   82.95	   84.65	        7781261	      86.04	      76.77	      -1.94	      -2.59	       0.00	       1.30	       0.00	           	       0.00	           	       0.00	      -1.94	           	       1.00	       0.00	      46.40	      46.40	      46.40	      75.00	      25.00	      50.00	      -3.89	     100.00	    -100.00	       0.00	
 2019/06/05	   86.73	   87.65	   85.17	   85.34	        9644512	      85.98	      76.92	      -1.77	      -2.43	       0.00	       1.32	       0.00	           	       0.00	           	       0.00	      -1.77	      -1.77	       0.00	       0.00	      47.79	      47.79	      47.79	      75.00	      25.00	      50.00	      46.91	     100.00	    -100.00	       0.00	
 2019/06/06	   84.68	   86.65	   83.70	   84.93	        8432660	      85.88	      77.05	      -1.65	      -2.27	       0.00	       1.25	       0.00	           	       0.00	           	       0.00	      -1.65	      -1.65	       1.00	       0.00	      47.00	      47.00	      47.00	      75.00	      25.00	      50.00	       3.24	     100.00	    -100.00	       0.00	
 2019/06/10	   84.65	   85.58	   76.92	   79.23	       12588330	      85.24	      77.08	      -1.98	      -2.21	       0.00	       0.46	       0.00	           	       0.00	           	       0.00	      -1.98	           	       0.00	       0.00	      37.55	      37.55	      37.55	      75.00	      25.00	      50.00	    -159.05	     100.00	    -100.00	       0.00	
 2019/06/11	   79.13	   87.24	   78.75	   87.24	       15001259	      85.43	      77.25	      -1.59	      -2.09	       0.00	       1.00	       0.00	           	       0.00	           	       0.00	           	           	       1.00	       0.00	      52.26	      52.26	      52.26	      75.00	      25.00	      50.00	     -26.29	     100.00	    -100.00	       0.00	
 2019/06/12	   87.25	   88.04	   85.65	   86.00	       12018505	      85.49	      77.40	      -1.36	      -1.94	       0.00	       1.17	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      50.26	      50.26	      50.26	      75.00	      25.00	      50.00	      54.07	     100.00	    -100.00	       0.00	
 2019/06/13	   85.65	   87.02	   84.85	   85.74	        9170416	      85.51	      77.54	      -1.19	      -1.79	       0.00	       1.21	       0.00	           	       0.00	           	       0.00	           	           	       1.00	       0.00	      49.83	      49.83	      49.83	      75.00	      25.00	      50.00	      28.00	     100.00	    -100.00	       0.00	
 2019/06/14	   85.53	   86.73	   82.45	   82.58	        8486188	      85.23	      77.62	      -1.29	      -1.69	       0.00	       0.81	       0.00	           	       0.00	           	       0.00	           	           	       0.00	       0.00	      44.69	      44.69	      44.69	      75.00	      25.00	      50.00	     -58.44	     100.00	    -100.00	       0.00	
 2019/06/17	   83.16	   83.50	   81.09	   81.98	        6293651	      84.92	      77.69	      -1.40	      -1.63	       0.00	       0.46	       0.00	           	       0.00	           	       0.00	      -1.40	           	       1.00	       0.00	      43.75	      43.75	      43.75	      75.00	      25.00	      50.00	    -131.84	     100.00	    -100.00	       0.00	
 2019/06/18	   82.17	   85.25	   81.35	   84.07	        8181226	      84.84	      77.80	      -1.31	      -1.57	       0.00	       0.52	       0.00	           	       0.00	           	       0.00	      -1.31	           	       0.00	       0.00	      47.90	      47.90	      47.90	      75.00	      25.00	      50.00	     -43.91	     100.00	    -100.00	       0.00	
 2019/06/19	   91.65	   91.93	   86.63	   86.71	       17517796	      85.02	      77.94	      -1.01	      -1.46	       0.00	       0.90	       0.00	           	       0.00	           	       0.00	           	      -1.01	       1.00	       0.00	      52.70	      52.70	      52.70	      75.00	      25.00	      50.00	     167.11	     100.00	    -100.00	       0.00	
 2019/06/20	   86.89	   95.46	   86.70	   93.11	       18534112	      85.79	      78.19	      -0.25	      -1.22	       0.00	       1.93	       0.00	           	       0.00	           	       0.00	           	      -0.25	       0.00	       0.00	      61.96	      61.96	      61.96	      75.00	      25.00	      50.00	     208.79	     100.00	    -100.00	       0.00	
